word,phonetic,translation,example,example_translation,level,difficulty,topic,subtopic,exam_tags,part_of_speech
rose,/ˈɹoʊz/,玫瑰，美好，成功，提升,"The company's profits have risen sharply this quarter, thanks to the successful marketing campaign.",由於成功的行銷活動，本季公司的利潤大幅上升。,Beginner,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n./v.
round,/ˈɹaʊnd/,圓形,"The table was round, facilitating easy conversation among all attendees.",那張桌子是圓形的，方便所有與會者輕鬆交流。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./adj.
routine,/ɹuˈtin/,例行程序,The morning routine includes checking emails and prioritizing tasks.,早晨的例行程序包括檢查電子郵件和優先處理任務。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
row,/ˈɹoʊ/,一排,Please arrange the documents in a neat row on your desk.,請將文件整齊地排放在你的桌面上。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
rule,/ˈɹuɫ/,規定,All employees must follow company rules regarding internet usage.,所有員工都必須遵守關於網路使用的公司規定。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
ruler,/ˈɹuɫɝ/,量尺,The architect used a ruler to precisely measure the dimensions of the blueprint.,建築師使用尺子精確地測量了藍圖的尺寸。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
rules,/ˈɹuɫz/,規則,All employees must follow the company's safety rules when operating machinery.,所有員工在操作機械時必須遵守公司的安全規則。,Beginner,1,Corporate,Contracts,"TOEIC,Reading,Part5,Part7",n./v.
run,/ˈɹən/,運作,The company needs to run a thorough market analysis before launching the new product.,公司需要在推出新產品之前進行徹底的市場分析。,Beginner,1,Corporate,Operations,"TOEIC,Reading,Part5,Part7",v./n.
runs,/ˈɹənz/,執行,The company runs a successful online marketing campaign.,該公司經營一項成功的線上行銷活動。,Beginner,1,Corporate,Operations,"TOEIC,Reading,Part5,Part7",v.
rush,/ˈɹəʃ/,匆忙,We need to rush this project to meet the deadline.,我們需要加速這個專案以趕上截止日期。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v./n.
safe,/ˈseɪf/,安全的,The company prioritizes creating a safe working environment for all employees.,公司優先確保所有員工的安全工作環境。,Beginner,1,Corporate,Contracts,"TOEIC,Reading,Part5,Part7",adj.
safely,/ˈseɪfɫi/,安全地,The delivery driver must transport the fragile goods safely.,送貨員必須安全地運送易碎物品。,Beginner,1,Corporate,Contracts,"TOEIC,Reading,Part5,Part7",adv.
safer,/ˈseɪfɝ/,更安全,The company is investing in new security systems to make the workplace safer.,公司正在投資新的安全系統，以使工作場所更安全。,Beginner,1,Corporate,Contracts,"TOEIC,Reading,Part5,Part7",adj.
safety,/ˈseɪfti/,安全保障,The company prioritizes employee safety and provides regular training on hazard prevention.,公司將員工安全放在首位，並提供定期的危害預防培訓。,Beginner,1,Corporate,Contracts,"TOEIC,Reading,Part5,Part7",n.
salad,/ˈsæɫəd/,沙拉，通常指由蔬菜，水果，肉類等混合製成的冷盤菜餚。,The company cafeteria offers a variety of healthy salads for employees.,公司食堂為員工提供多種健康的沙拉。,Beginner,1,Travel,Dining,"TOEIC,Reading,Part5,Part7",n.
salaries,/ˈsæɫɝiz/,薪資,The company announced a 5% increase in salaries for all employees.,公司宣布所有員工的薪資將提高 5%。,Beginner,1,HumanResources,Recruitment,"TOEIC,Reading,Part5,Part7",n.
salary,/ˈsæɫɝi/,薪資,The company offers competitive salaries and benefits to attract top talent.,該公司提供具競爭力的薪資和福利，以吸引頂尖人才。,Beginner,1,HumanResources,Recruitment,"TOEIC,Reading,Part5,Part7",n.
sale,/ˈseɪɫ/,銷售,The company announced a year-end sale to clear out excess inventory.,公司宣布年末特賣，以清理過剩庫存。,Beginner,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n./v.
sales,/ˈseɪɫz/,銷售額,The company reported a significant increase in sales this quarter.,本公司本季報告銷售額顯著增加。,Beginner,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n./v.
salespeople,/ˈseɪɫzˌpipəɫ/,銷售人員,Our company employs a team of experienced salespeople to increase sales revenue.,我們公司僱用了一支經驗豐富的銷售團隊以提高銷售額。,Beginner,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n.
salesperson,/ˈseɪɫzˌpɝsən/,銷售員,The salesperson demonstrated the features of the new software to the potential client.,銷售員向潛在客戶展示了新軟體的特性。,Beginner,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n.
same,/ˈseɪm/,相同的,We are working on the same project.,我們正在進行同一個專案。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",adj./pronoun
sample,/ˈsæmpəɫ/,樣本,The quality control department needs a sample of the new product to test its durability.,品質控制部門需要一份新產品的樣本來測試其耐用性。,Beginner,1,Corporate,Logistics,"TOEIC,Reading,Part5,Part7",n./v.
sand,/ˈsænd/,沙子,The children built castles in the sand.,孩子們在沙灘上堆城堡。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",n./v.
sandwich,"/ˈsæmwɪtʃ/, /ˈsændwɪtʃ/, /ˈsænwɪtʃ/",三明治，夾心麵包,The conference attendees can grab a quick sandwich and coffee during the break.,會議參與者可以在休息時間快速地拿一個三明治和咖啡。,Beginner,1,Travel,Dining,"TOEIC,Reading,Part5,Part7",n.
satisfaction,"/ˌsætəsˈfækʃən/, /ˌsætɪsˈfækʃən/",滿足感,"Customer satisfaction is our top priority, and we strive to exceed expectations.",客戶滿意度是我們的首要任務，我們努力超越期望。,Beginner,1,Marketing,CustomerService,"TOEIC,Reading,Part5,Part7",n.
satisfied,"/ˈsætəsˌfaɪd/, /ˈsætɪsˌfaɪd/",對產品，服務或結果感到滿意,The client was satisfied with the delivery schedule we proposed.,客戶對我們提出的交貨時間表感到滿意。,Beginner,1,Marketing,CustomerService,"TOEIC,Reading,Part5,Part7",adj./v.
saturday,"/ˈsæˌtɪˌdeɪ/, /ˈsætɝdi/",星期六，週六,The marketing team will finalize the campaign report on Saturday.,行銷團隊將在星期六完成活動報告。,Beginner,1,Travel,Transit,"TOEIC,Reading,Part5,Part7",n.
save,/ˈseɪv/,儲存,The company needs to save costs by streamlining its operations.,公司需要透過優化營運來節省成本。,Beginner,1,Finance,Accounting,"TOEIC,Reading,Part5,Part7",v./n.
saved,/ˈseɪvd/,儲存，備份,Please save the presentation file to the shared drive for easy access.,請將簡報檔案儲存到共享雲端硬碟，方便存取。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
saves,/ˈseɪvz/,節省,The company aims to save costs by implementing energy-efficient practices.,公司計畫透過實施節能措施來節省成本。,Beginner,1,Finance,Accounting,"TOEIC,Reading,Part5,Part7",v.
saw,/ˈsɔ/,看見,The manager saw a significant increase in sales after the marketing campaign.,行銷活動後，經理觀察到銷售額大幅增加。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
say,/ˈseɪ/,說,She didn't say anything about the meeting yesterday.,她昨天沒有說任何關於會議的事。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v./n.
says,"/ˈsɛz/, /ˈsɪz/",表示說話或聲稱,The report says that sales have increased by 15% this quarter.,報告指出，本季銷售額已增加 15%。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v.
scan,/ˈskæn/,掃描,Please scan the document and send it to the accounting department.,請掃描文件並發送至會計部門。,Beginner,1,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",v./n.
scarf,/ˈskɑɹf/,圍巾,She wore a warm wool scarf to protect herself from the cold.,她戴了一條溫暖的羊毛圍巾來禦寒。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",n.
schedule,"/ˈskɛdʒuɫ/, /ˈskɛdʒʊɫ/",排程,Please check your schedule for tomorrow's meeting with the marketing team.,請查看明天與行銷團隊的會議排程。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
scheduled,"/ˈskɛdʒuɫd/, /ˈskɛdʒʊɫd/",排定時間的,The meeting is scheduled for next Tuesday at 2:00 PM.,會議已排定在下週二下午 2:00 舉行。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj.
schedules,"/ˈskɛdʒuɫz/, /ˈskɛdʒʊɫz/",行程表,Please check your schedule for tomorrow's meeting with the marketing team.,請查看明天與行銷團隊的會議行程表。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
scheduling,"/ˈskɛdʒuɫɪŋ/, /ˈskɛdʒʊɫɪŋ/",排程,The department is responsible for scheduling all employee training sessions.,部門負責安排所有員工的培訓課程。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
school,/ˈskuɫ/,學校,The company provides employees with opportunities to attend external schools for professional development.,公司為員工提供參加外部學校進行專業發展的機會。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
schools,/ˈskuɫz/,學校,The company offers tuition reimbursement for employees pursuing degrees at accredited schools.,公司為員工在認可學校就讀提供學費補助。,Beginner,1,HumanResources,Recruitment,"TOEIC,Reading,Part5,Part7",n.
science,/ˈsaɪəns/,科學,Our company invests heavily in research and science to develop innovative products.,我們公司在研發和科學領域投入大量資金，以開發創新的產品。,Beginner,1,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
score,/ˈskɔɹ/,分數,The company aims to achieve a high score on the customer satisfaction survey.,公司旨在客戶滿意度調查中獲得高分。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
screen,/ˈskɹin/,螢幕,The new monitors have high‑resolution screens that improve presentation clarity.,新款顯示器配備高解析度螢幕，可提升簡報的清晰度。,Beginner,1,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n./v.
sea,/ˈsi/,海洋,The shipping company announced a delay due to rough seas.,該航運公司宣布因海況不佳而延誤送貨。,Beginner,1,Travel,Transit,"TOEIC,Reading,Part5,Part7",n.
search,/ˈsɝtʃ/,搜尋,The HR department is currently searching for a qualified accountant.,人資部門目前正在搜尋一位合格的會計師。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v./n.
searching,/ˈsɝtʃɪŋ/,尋找,The HR department is currently searching for a qualified accountant.,人資部門目前正在尋找一位合格的會計師。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v./adj.
season,/ˈsizən/,季節,Our sales typically peak during the holiday season.,我們的銷售額通常在節假日期間達到高峰。,Beginner,1,Corporate,Operations,"TOEIC,Reading,Part5,Part7",n.
seat,/ˈsit/,座位,Could you please reserve a window seat for me on the flight to Tokyo?,您能幫我在飛往東京的航班上預訂靠窗的座位嗎？,Beginner,1,Travel,Transit,"TOEIC,Reading,Part5,Part7",n./v.
seats,/ˈsits/,座位,Please ensure all passengers are seated before takeoff.,請確保所有乘客起飛前都已就座。,Beginner,1,Travel,Transit,"TOEIC,Reading,Part5,Part7",n.
second,/ˈsɛkənd/,第二,"The meeting is scheduled for 10:00 AM sharp, please arrive on time.",會議預計在上午 10:00 準時開始，請準時到達。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./adj.
secretary,/ˈsɛkɹəˌtɛɹi/,行政人員,The secretary scheduled a meeting with the CEO and the marketing team.,秘書為 CEO 和行銷團隊安排了一次會議。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
section,/ˈsɛkʃən/,部門，區塊，部分,Please refer to Section 3 of the contract for details regarding payment terms.,請參閱合約第三節，以了解付款條款的詳細資訊。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
sections,/ˈsɛkʃənz/,部門，區塊，部分,Please review the marketing section of the report before the meeting.,會議前請審閱報告的行銷部分。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
security,/sɪkˈjʊɹəti/,安全保障,The company invested heavily in security systems to protect sensitive data.,公司投入大量資金於安全系統，以保護敏感資料。,Beginner,1,Corporate,Contracts,"TOEIC,Reading,Part5,Part7",n./adj.
see,/ˈsi/,用眼睛感知事物,Did you see the email I sent regarding the project deadline?,你有看到我發送的關於專案截止日期的郵件嗎？,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v.
seem,/ˈsim/,似乎,It seems that the project will be completed on time.,這個專案似乎會準時完成。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v.
seems,/ˈsimz/,似乎，顯得，看來,It seems there's been a slight delay in the shipment.,看來貨運有一點延遲。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
sees,/ˈsiz/,看見,The security guard sees a suspicious individual loitering near the entrance.,保全人員看到一個可疑人士在入口處徘徊。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v.
select,/səˈɫɛkt/,挑選,Please select the appropriate vendor based on the project requirements.,請根據專案需求選定合適的供應商。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
self,/ˈsɛɫf/,自身,The employee needs to take responsibility for his own mistakes and learn from them.,這位員工需要為自己的錯誤負責，並從中學習。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./pronoun
sell,/ˈsɛɫ/,銷售,"The company aims to sell over 10,000 units of the new product this quarter.","本公司計劃在本季銷售超過 10,000 個新產品。",Beginner,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",v.
seller,/ˈsɛɫɝ/,銷售者,The seller is responsible for promoting the product and closing deals.,銷售人員負責推廣產品並促成交易。,Beginner,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n.
selling,/ˈsɛɫɪŋ/,銷售,The company is focusing on increasing its selling price to improve profit margins.,該公司正致力於提高其銷售價格以改善利潤率。,Beginner,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",v./n.
sells,/ˈsɛɫz/,銷售,The company sells a wide range of electronic devices online.,該公司在網路上銷售各種電子設備。,Beginner,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",v.
seminar,/ˈsɛməˌnɑɹ/,研討會,The company will host a seminar on new marketing strategies next month.,公司下個月將舉辦一場關於新行銷策略的研討會。,Beginner,1,Corporate,Meetings,"TOEIC,Reading,Part5,Part7",n.
seminars,/ˈsɛməˌnɑɹz/,研討會,The marketing department will host a series of seminars on digital advertising next month.,行銷部門將於下個月舉辦一系列關於數位廣告的研討會。,Beginner,1,Corporate,Meetings,"TOEIC,Reading,Part5,Part7",n.
send,/ˈsɛnd/,傳送,Please send the contract to our legal department for review.,請將合約傳送給我們的法律部門審閱。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v.
sender,/ˈsɛndɝ/,寄件者,The sender's name and address are clearly displayed on the package.,包裹上清楚地顯示了寄件者的姓名和地址。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n.
sending,/ˈsɛndɪŋ/,傳送,Please ensure all invoices are sending out before the end of the month.,請確保所有發票在月底前寄出。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v./gerund
sends,/ˈsɛndz/,傳送,Please send the contract to our legal department for review.,請將合約傳送給我們的法律部門進行審閱。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
senior,/ˈsinjɝ/,資深,The senior manager will review the proposal before it's submitted to the board.,資深經理會在提案提交給董事會之前審閱它。,Beginner,1,HumanResources,Recruitment,"TOEIC,Reading,Part5,Part7",n./adj.
sent,/ˈsɛnt/,寄送,Please send the contract to our legal department for review.,請將合約寄送至我們的法律部門進行審閱。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
september,/sɛpˈtɛmbɝ/,九月，一年中的第九個月。,The annual sales conference is scheduled for September 15th.,年度銷售會議預計在九月十五日舉行。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
serious,/ˈsɪɹiəs/,嚴肅的,The manager emphasized the seriousness of the project deadline.,經理強調了專案截止日期的重要性。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj.
serve,/ˈsɝv/,提供服務或商品以滿足客戶需求,"Our company serves over 10,000 customers worldwide.",我們公司在全球服務超過一萬名客戶。,Beginner,1,Marketing,CustomerService,"TOEIC,Reading,Part5,Part7",v.
served,/ˈsɝvd/,供應,The restaurant served a delicious three-course meal to the VIP clients.,餐廳為 VIP 客戶供應了一頓美味的三道菜套餐。,Beginner,1,Travel,Dining,"TOEIC,Reading,Part5,Part7",v.
server,/ˈsɝvɝ/,伺服器,The IT department is upgrading the company's main server to improve performance.,資訊部門正在升級公司的主要伺服器以提升效能。,Beginner,1,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
serves,/ˈsɝvz/,供應,The restaurant serves a variety of international cuisines.,這家餐廳供應多種國際美食。,Beginner,1,Travel,Dining,"TOEIC,Reading,Part5,Part7",v.
service,"/ˈsɝvəs/, /ˈsɝvɪs/",服務,Our company offers a wide range of IT services to businesses of all sizes.,我們公司為各個規模的企業提供廣泛的 IT 服務。,Beginner,1,Marketing,CustomerService,"TOEIC,Reading,Part5,Part7",n./v.
services,"/ˈsɝvəsəz/, /ˈsɝvɪsɪz/",服務,Our company offers a wide range of financial services to meet the needs of our clients.,我們公司為客戶提供廣泛的金融服務，以滿足他們的各種需求。,Beginner,1,Marketing,CustomerService,"TOEIC,Reading,Part5,Part7",n./v.
session,/ˈsɛʃən/,會議，課程，治療等的一段時間,The training session will cover the new software features.,這次培訓課程將涵蓋新的軟體功能。,Beginner,1,Corporate,Meetings,"TOEIC,Reading,Part5,Part7",n.
sessions,/ˈsɛʃənz/,階段，環節,The training program consists of three intensive sessions.,這項訓練計畫包含三個高強度的階段。,Beginner,1,Corporate,Meetings,"TOEIC,Reading,Part5,Part7",n.
set,/ˈsɛt/,設置,The meeting is set for 3:00 PM in the conference room.,會議已安排在下午三點在會議室舉行。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
setting,/ˈsɛtɪŋ/,環境，場景，設定,The company is adjusting its marketing settings to target a younger demographic.,公司正在調整其行銷設定，以鎖定更年輕的客群。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
seven,/ˈsɛvən/,七,There are seven days in a week.,一週有七天。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",numeral/n.
seventh,/ˈsɛvənθ/,第七,The seventh floor houses the marketing department.,第七層樓設有市場部。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj./adv.
seventy,"/ˈsɛvəni/, /ˈsɛvənti/",七十,The project budget is approximately seventy thousand dollars.,這個專案的預算大約是七萬美元。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj./n.
several,"/ˈsɛvɝəɫ/, /ˈsɛvɹəɫ/",若干，一些,The manager mentioned that several employees will be attending the conference.,經理提到，將有幾位員工參加會議。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adv./adj.
sex,/ˈsɛks/,名詞：生理性別,"The form asked for the applicant's name, age, and sex.",表格要求填寫申請人的姓名、年齡和性別。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",n./v.
shake,/ˈʃeɪk/,搖動,He shook hands with the CEO to finalize the deal.,他與執行長擊掌以完成交易。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v./n.
shampoo,/ʃæmˈpu/,洗髮精,The hotel provides complimentary shampoo and conditioner for all guests.,飯店為所有住客提供免費洗髮精和護髮素。,Beginner,1,Travel,Dining,"TOEIC,Reading,Part5,Part7",n.
shape,/ˈʃeɪp/,外形,The design team is working to refine the shape of the new product packaging.,設計團隊正在努力完善新產品包裝的外形。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
share,/ˈʃɛɹ/,分享,Please share your presentation slides with the team after the meeting.,會議結束後，請與團隊分享您的簡報文件。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v./n.
shared,/ˈʃɛɹd/,共同擁有的,The office space is shared among several departments to maximize efficiency.,為了提高效率，辦公空間由幾個部門共同使用。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj.
sheet,/ˈʃit/,紙張,Please submit your expense sheet by the end of the week.,請在週末前提交您的費用報表。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
shelf,/ˈʃɛɫf/,層板,The office manager asked the intern to restock the shelves with stationery.,辦公室經理請實習生將文具補充到架子上。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
shift,/ˈʃɪft/,變動,The company implemented a new shift system to improve productivity.,公司實施了新的輪班制度以提高生產力。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
shine,/ˈʃaɪn/,閃耀,"The polished floors shine under the fluorescent lights, creating a clean and professional atmosphere.",拋光的地板在熒光燈下閃耀，營造出乾淨專業的氛圍。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v./n.
ship,/ˈʃɪp/,船舶,The company is expecting a shipment of raw materials to arrive by ship next week.,公司預計下週將有一批原材料由船運抵達。,Beginner,1,Corporate,Logistics,"TOEIC,Reading,Part5,Part7",n./v.
shipments,/ˈʃɪpmənts/,貨物一批,We expect the shipments of raw materials to arrive next week.,我們預計下週將收到原材料一批。,Beginner,1,Corporate,Logistics,"TOEIC,Reading,Part5,Part7",n.
shipped,/ˈʃɪpt/,已寄出,The order has been shipped and should arrive within three business days.,訂單已寄出，預計在三個工作天內送達。,Beginner,1,Corporate,Logistics,"TOEIC,Reading,Part5,Part7",v.
shipping,/ˈʃɪpɪŋ/,指商品或貨物的運輸，運送過程，通常涉及貨運公司或物流服務。,The shipping cost for this order is $25.,這筆訂單的運費是 25 美元。,Beginner,1,Corporate,Logistics,"TOEIC,Reading,Part5,Part7",n./v.
shirt,/ˈʃɝt/,襯衫,Please remember to wear a collared shirt for the client meeting.,請記得在客戶會議時穿著有領子的襯衫。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
shirts,/ˈʃɝts/,襯衫,The dress code requires all employees to wear collared shirts.,著裝規定要求所有員工穿著有領子的襯衫。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
shoe,/ˈʃu/,鞋子,She bought a new pair of shoes for the party.,她為派對買了一雙新鞋。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",n./v.
shoes,/ˈʃuz/,鞋子,The company policy requires employees to wear closed-toe shoes in the warehouse for safety.,為了安全起見，公司規定員工在倉庫工作時必須穿著封閉式鞋款。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
shop,/ˈʃɑp/,商店,The company is planning to open a new retail shop in the city center.,公司計畫在市中心開設一家新的零售店。,Beginner,1,Corporate,Logistics,"TOEIC,Reading,Part5,Part7",n./v.
shopper,/ˈʃɑpɝ/,購物者,The store is offering a discount to attract more shoppers during the holiday season.,為了在節日期間吸引更多購物者，該店正在提供折扣。,Beginner,1,Corporate,Logistics,"TOEIC,Reading,Part5,Part7",n.
shopping,/ˈʃɑpɪŋ/,購物,The company is planning a bulk shopping trip to reduce operational costs.,公司計劃進行一次批量採購，以降低營運成本。,Beginner,1,Corporate,Logistics,"TOEIC,Reading,Part5,Part7",n./v.
short,/ˈʃɔɹt/,短暫的,The meeting was scheduled for a short duration to maximize productivity.,為了提高生產力，會議安排了短暫的時間。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj./adv.
should,/ˈʃʊd/,應該,You should complete this report by the end of the day.,你應該在今天結束前完成這份報告。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",modal verb
show,/ˈʃoʊ/,展示,The company will show its new product line at the international trade fair.,公司將在國際貿易展覽會上展示其新產品線。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v./n.
shower,/ˈʃaʊɝ/,浴,The hotel offers complimentary showers for all guests.,飯店為所有住客提供免費的淋浴服務。,Beginner,1,Travel,Dining,"TOEIC,Reading,Part5,Part7",n./v.
shows,/ˈʃoʊz/,展示,The marketing campaign shows a significant increase in brand awareness.,營銷活動顯示品牌知名度顯著提升。,Beginner,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",v.
sick,/ˈsɪk/,生病的,"I'm feeling sick today, so I'm working from home.",我今天感覺不舒服，所以我在家工作。,Beginner,1,HumanResources,Recruitment,"TOEIC,Reading,Part5,Part7",adj./adv.
side,/ˈsaɪd/,邊,Please put the documents on the right side of the desk.,請將文件放在辦公桌的右邊。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",n./adj.
sidewalk,/ˈsaɪdˌwɔk/,人行道,The construction crew is working to repair the damaged sidewalk in front of the office building.,施工團隊正在努力修復辦公大樓前的損壞人行道。,Beginner,1,Travel,Transit,"TOEIC,Reading,Part5,Part7",n.
sight,/ˈsaɪt/,視覺,The project manager needs to assess the site to determine the feasibility of construction.,專案經理需要評估現場，以確定施工的可行性。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n./v.
sign,/ˈsaɪn/,標誌,Please sign the contract before the deadline to finalize the deal.,請在截止日期前簽署合約，以完成交易。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
signature,/ˈsɪɡnətʃɝ/,簽名,The contract requires the signature of both parties before it can be legally binding.,合約必須得到雙方簽署後，才能具有法律效力。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
signed,/ˈsaɪnd/,簽署,Please sign the contract before the deadline to finalize the agreement.,請在截止日期前簽署合約，以完成協議。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
significant,"/səɡˈnɪfɪkənt/, /sɪɡˈnɪfɪkənt/",重要的,The company's sales increased significantly this quarter.,本季公司銷售額顯著增加。,Advanced,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj.
significantly,/sɪɡˈnɪfɪkəntɫi/,顯著地,The company's profits increased significantly after the implementation of the new marketing strategy.,在新行銷策略實施後，該公司的利潤顯著增加。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adv.
signs,/ˈsaɪnz/,標誌,Please pay attention to the signs indicating the exit route in case of an emergency.,請注意指示緊急出口路線的標誌，以防萬一。,Beginner,1,Travel,Transit,"TOEIC,Reading,Part5,Part7",n.
similar,/ˈsɪməɫɝ/,相似的,The new software has a similar interface to the previous version.,這款新軟體介面與上一版本非常相似。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj.
simple,/ˈsɪmpəɫ/,簡潔的,The project manager requested a simple report outlining the key findings.,專案經理要求一份簡單的報告，概述主要發現。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj.
simply,/ˈsɪmpɫi/,簡單地,"Simply put, the project is behind schedule.",簡而言之，這個專案已經落後進度。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",adv.
since,/ˈsɪns/,自從,We haven't met since last year's conference.,自從去年會議後我們就沒再見過面了。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",preposition/conjunction
sincerely,/sɪnˈsɪɹɫi/,真誠地,I sincerely apologize for the inconvenience caused by the delayed shipment.,對於延遲交貨造成的困擾，我深感抱歉。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",adv.
