word,phonetic,translation,example,example_translation,level,difficulty,topic,subtopic,exam_tags,part_of_speech
borrower,/borrower/,借款人；借方,The borrower must repay the loan by the agreed-upon date.,借款人必須在約定日期前償還貸款。,toeic_gold,5,Finance,Accounting,"TOEIC,Reading,Part5,Part7",n.
collector,/collector/,收藏家；收集者；催收員（款項）,She is a passionate collector of antique stamps.,她是一位熱衷於收集古董郵票的收藏家。,toeic_gold,5,Finance,Accounting,"TOEIC,Reading,Part5,Part7",n.
credited,/credited/,歸功於；將功勞/責任歸給；（帳戶）記入,The company credited the error to a system malfunction.,公司將這個錯誤歸咎於系統故障。,toeic_gold,5,Legal,Compliance,"TOEIC,Reading,Part5,Part7",v.
currency,/currency/,貨幣；流通的錢幣或紙幣，通常指一個國家或地區所使用的法定貨幣。,The company needs to convert the payment from Japanese Yen to US dollars.,公司需要將來自日圓的付款轉換成美元。,toeic_gold,5,Finance,Accounting,"TOEIC,Reading,Part5,Part7",n.
depositor,/depositor/,存款人,The bank guarantees the funds of all its depositors up to a certain amount.,銀行會對所有存款人的資金在一定金額內提供保障。,toeic_gold,5,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
downturn,/downturn/,經濟下行；衰退期,The company is bracing for a potential downturn in the market due to rising inflation.,由於通貨膨脹上升，公司正為市場可能出現的經濟下行做準備。,toeic_gold,5,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n.
economics,/economics/,經濟學，研究資源的分配和使用，以及如何滿足人類的需求。,The company's strategic decisions are heavily influenced by current economic trends.,公司的策略性決策深受當前經濟趨勢的影響。,toeic_gold,5,Finance,Accounting,"TOEIC,Reading,Part5,Part7",n.
economist,/economist/,經濟學家，研究經濟現象和趨勢的專家。,The company hired an economist to analyze the potential impact of the new trade agreement.,公司聘請了一位經濟學家來分析新的貿易協定可能產生的影響。,toeic_gold,5,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",n.
finances,/finances/,財務；資金管理,The company's finances are currently under review by the auditors.,公司的財務狀況目前正在由審計師審查。,toeic_gold,5,Finance,Accounting,"TOEIC,Reading,Part5,Part7",n.
financials,/financials/,財務報表、財務狀況；財務資料,The board of directors will review the company's financials before making any investment decisions.,董事會將在做出任何投資決策之前審閱公司的財務報表。,toeic_gold,5,CorporateGovernance,BoardOfDirectors,"TOEIC,Reading,Part5,Part7",n.
financing,/financing/,融資；資金籌措,The company is seeking additional financing to expand its operations.,該公司正在尋求額外的融資以擴展其業務。,toeic_gold,5,Finance,Investment,"TOEIC,Reading,Part5,Part7",n.
fundraise,/fundraise/,募款；籌集資金,The non-profit organization will fundraise for disaster relief efforts.,該非營利組織將為災害救援工作募款。,toeic_gold,5,Finance,Investment,"TOEIC,Reading,Part5,Part7",v.
invested,/invested/,投入（資金、時間、精力等）；投資,The company invested heavily in research and development to stay competitive.,為了保持競爭力，該公司大量投資於研發。,toeic_gold,5,Finance,Investment,"TOEIC,Reading,Part5,Part7",v.
investing,/investing/,將資金投入於資產以期望獲得未來收益的行為，通常涉及股票、債券、房地產等。,The company is investing heavily in research and development to stay competitive.,為了保持競爭力，該公司正在大力投資於研發。,toeic_gold,5,Finance,Investment,"TOEIC,Reading,Part5,Part7",v.
investor,/investor/,投資者，指投入資金以期望獲得回報的人或組織。,The company is seeking new investors to fund its expansion plans.,該公司正在尋找新的投資者來資助其擴張計劃。,toeic_gold,5,Finance,Investment,"TOEIC,Reading,Part5,Part7",n.
multiply,/multiply/,將數字或量乘以另一數字或量，以得到乘積。,The finance department needs to multiply the sales figures by 1.1 to account for inflation.,財務部門需要將銷售數字乘以 1.1，以考慮通貨膨脹。,toeic_gold,5,Finance,Investment,"TOEIC,Reading,Part5,Part7",v.
overcharge,/overcharge/,收取過高的費用；超收費用,The taxi driver was accused of overcharging tourists.,計程車司機被指控對遊客超收費用。,toeic_gold,5,Finance,Accounting,"TOEIC,Reading,Part5,Part7",v.
payable,/payable/,應付的；可支付的；到期付款的,The invoice is payable within 30 days of the delivery date.,該發票在交貨日期的 30 天內到期付款。,toeic_gold,5,Logistics,Transit,"TOEIC,Reading,Part5,Part7",adj.
pensioner,/pensioner/,退休金領取者；領養老金者,The government announced a new scheme to support elderly pensioners.,政府宣布了一項新計畫以支持年長的退休金領取者。,toeic_gold,5,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",n.
platinum,/platinum/,鉑金，一種珍貴的金屬，常用於製造高品質的珠寶、工業用途，以及作為投資工具。,The company's investment portfolio includes a significant allocation to platinum futures.,該公司的投資組合包含大量投資於鉑金期貨。,toeic_gold,5,Manufacturing,Production,"TOEIC,Reading,Part5,Part7",n.
profited,/profited/,從...中獲利；從...中得到收益,The company profited significantly from the new product launch.,公司從新產品的推出中獲得了顯著的利潤。,toeic_gold,5,Finance,Investment,"TOEIC,Reading,Part5,Part7",v.
prosperity,/prosperity/,繁榮；成功；富裕，通常指經濟或商業上的成功和發展。,The company's prosperity is directly linked to its ability to innovate and adapt to market changes.,公司的繁榮與其創新和適應市場變化的能力直接相關。,toeic_gold,5,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n.
quarterly,/quarterly/,每季；每四分之一年度（通常指財務報告或計畫），指每季一次的。,The company releases its quarterly earnings report every three months.,該公司每三個月發布一次季度盈利報告。,toeic_gold,5,Finance,Investment,"TOEIC,Reading,Part5,Part7",adj.
reimburse,/reimburse/,（因故）補償；退款；償還（費用）,The company will reimburse employees for travel expenses incurred during the conference.,公司將會退償員工在會議期間產生的差旅費用。,toeic_gold,5,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",v.
reimbursed,/reimbursed/,（費用、損失等）被償還；獲得報銷,Employees can submit expense reports to be reimbursed for travel costs.,員工可以提交費用報告，以獲得差旅費用的報銷。,toeic_gold,5,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",v.
repurchase,/repurchase/,再次購買；回購（商品、股票等）；買回,The company announced a stock repurchase program to return value to its shareholders.,該公司宣布了一項股票回購計畫，以將價值回饋給股東。,toeic_gold,5,CorporateGovernance,BoardOfDirectors,"TOEIC,Reading,Part5,Part7",v.
revenues,/revenues/,收入；營收（指企業透過銷售商品或提供服務所獲得的總金額）,The company reported a significant increase in revenues this quarter.,本季公司報告營收大幅增加。,toeic_gold,5,Finance,Investment,"TOEIC,Reading,Part5,Part7",n.
abide,/abide/,忍受；遵守（規則、協議等）,All employees must abide by the company's code of conduct.,所有員工都必須遵守公司的行為準則。,toeic_gold,5,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",v.
bail,/bail/,保釋；保釋金；取保；幫助(某人)脫離困境；將水舀出,"The judge set bail at $50,000 for the defendant.",法官為被告設定了五萬美元的保釋金。,toeic_gold,5,Legal,Compliance,"TOEIC,Reading,Part5,Part7",n.
bates,/bates/,（尤指法律、商業等領域的）批註；附註；（通常是法律文件中的）說明,The legal team is applying Bates numbers to all documents for easy identification and tracking.,法律團隊正在為所有文件添加批註編號，以便輕鬆識別和追蹤。,toeic_gold,5,Legal,Compliance,"TOEIC,Reading,Part5,Part7",n.
bribe,/bribe/,(n.) 賄賂；賄款；(v.) 賄賂；行賄,The politician was accused of taking bribes from a construction company.,這名政治家被指控收受一家建築公司的賄賂。,toeic_gold,5,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
deed,/deed/,行為；行動；契約；房契,Performing a good deed can bring a sense of satisfaction.,做一件善事能帶來滿足感。,toeic_gold,5,Legal,Compliance,"TOEIC,Reading,Part5,Part7",n.
enact,/enact/,（立法機關）制定、通過（法律、政策等）,The government is expected to enact new regulations regarding data privacy.,政府預計將制定新的關於資料隱私的法規。,toeic_gold,5,Legal,Compliance,"TOEIC,Reading,Part5,Part7",v.
exile,/exile/,放逐; 流放; 流亡者; 被放逐者,The political leader lived in exile for many years before returning to his home country.,這位政治領袖在流亡多年後才返回家鄉。,toeic_gold,5,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
heir,/heir/,繼承人；嗣子,She was named the sole heir to the vast estate.,她被指定為這筆龐大遺產的唯一繼承人。,toeic_gold,5,Legal,Compliance,"TOEIC,Reading,Part5,Part7",n.
jury,/jury/,陪審團；（競賽的）評判委員會,The jury delivered its verdict after a long trial.,經過漫長的審判，陪審團宣讀了判決。,toeic_gold,5,Logistics,Transit,"TOEIC,Reading,Part5,Part7",n.
pact,/pact/,契約；協議；盟約,The two companies signed a pact to collaborate on the new project.,兩家公司簽署了一項協議，在新專案上進行合作。,toeic_gold,5,Legal,Compliance,"TOEIC,Reading,Part5,Part7",n.
plead,/plead/,懇求；請求；辯護；答辯,The lawyer will plead the case before the jury.,律師將在陪審團面前為此案辯護。,toeic_gold,5,Legal,Compliance,"TOEIC,Reading,Part5,Part7",v.
protection,/protection/,保護；防護措施,The company is investing in cybersecurity protection to safeguard sensitive data.,公司正在投資網路安全防護，以保護敏感數據。,toeic_gold,5,Finance,Investment,"TOEIC,Reading,Part5,Part7",n.
raid,/raid/,突擊檢查；搜查（通常指未經通知或突然進行的檢查或搜查，用於發現違規行為或非法物品）,Customs officials conducted a surprise raid on the warehouse to check for smuggled goods.,海關人員突擊搜查了倉庫，以檢查是否有走私貨物。,toeic_gold,5,Logistics,Transit,"TOEIC,Reading,Part5,Part7",v.
rape,/rape/,強姦；性侵犯；強姦罪,The suspect was charged with rape.,該嫌犯被控強姦罪。,toeic_gold,5,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
rider,/rider/,1. 騎手；騎馬（或騎自行車、摩托車）的人；乘客。2. （文件、法案或協議的）附加條款，附帶條件；附加險。,The contract included a rider specifying the terms for early termination.,該合約包含一項附加條款，詳細說明了提前終止的條件。,toeic_gold,5,Manufacturing,Production,"TOEIC,Reading,Part5,Part7",n.
riot,/riot/,暴動，騷亂；(色彩、聲音等的) 極度豐富、奔放,The local authorities struggled to contain the riot that erupted after the protest.,地方當局努力控制在抗議後爆發的暴動。,toeic_gold,5,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
tort,/tort/,侵權行為；民事侵權行為,The company was sued for tort after their product caused harm to consumers.,該公司因其產品對消費者造成損害而被控侵權。,toeic_gold,5,Legal,Compliance,"TOEIC,Reading,Part5,Part7",n.
legislation,/ˌledʒɪsˈleɪʃn/,法規，立法,New safety legislation takes effect in July.,新的安全法規將於七月生效。,toeic_gold,5,Legal,Compliance,"TOEIC,Reading,Part6,Part7",n.
aldritch,/aldritch/,阿爾德里奇（Aldrich）是一家全球知名的化工試劑和精細化學品供應商，主要為科研、製藥、以及其他工業應用提供產品。,Our lab ordered several reagents from Aldrich for the ongoing research project.,我們的實驗室為正在進行的研究項目從阿爾德里奇訂購了幾種試劑。,toeic_gold,5,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
breakage,/breakage/,損壞、破壞；（物品的）破損,The shipping department is responsible for minimizing breakage during transit.,運輸部門有責任在運輸過程中將破損降至最低。,toeic_gold,5,Logistics,Transit,"TOEIC,Reading,Part5,Part7",n.
clearing,/clearing/,清理；空出；（債務、庫存等）清償,The warehouse is undergoing a clearing process to make room for new inventory.,倉庫正在進行清理程序，以便為新的庫存騰出空間。,toeic_gold,5,Logistics,SupplyChain,"TOEIC,Reading,Part5,Part7",n.
commodity,/commodity/,商品；（可交易的）原料或農產品,The company specializes in the trading of agricultural commodities such as wheat and corn.,這家公司專注於小麥和玉米等農產品的交易。,toeic_gold,5,Manufacturing,Production,"TOEIC,Reading,Part5,Part7",n.
compresses,/compresses/,壓縮；將…壓緊,The packaging department compresses the boxes to save space during shipping.,包裝部門為了在運輸過程中節省空間，會將箱子壓縮。,toeic_gold,5,Logistics,SupplyChain,"TOEIC,Reading,Part5,Part7",v.
coolstore,/coolstore/,冷藏倉庫；冷儲設施，用於儲存需要低溫環境的商品。,The perishable goods were transported directly to the coolstore to maintain their freshness.,為了保持新鮮度，易腐爛的商品被直接運送到冷藏倉庫。,toeic_gold,5,Logistics,Transit,"TOEIC,Reading,Part5,Part7",n.
dynamite,/dynamite/,強力炸藥，通常指硝化甘油炸藥，用於爆破或拆除工程。,The construction company used dynamite to clear the rocky terrain for the new highway.,該建築公司使用炸藥清理了新公路的崎嶇地形。,toeic_gold,5,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
informant,/informant/,情報提供者；線人（通常指向警方或調查機構提供資訊的人）,The company hired an informant to gather intelligence on its competitors.,該公司聘用了一名情報提供者，以收集有關競爭對手的情報。,toeic_gold,5,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",n.
kenderton,/kenderton/,肯德頓 (Kenderton) 是指一家虛構的國際貿易公司，通常用於商業模擬和案例研究中，代表著一家在供應鏈管理和全球貿易領域的參與者。,Our logistics team is working to optimize the delivery schedule for Kenderton's latest order.,我們的物流團隊正在努力優化肯德頓最新訂單的交貨時間表。,toeic_gold,5,Logistics,SupplyChain,"TOEIC,Reading,Part5,Part7",n.
michaels,/michaels/,邁克爾商店（Michael's），一家主要銷售手工藝品、藝術用品和花卉材料的大型零售連鎖店。,Our marketing department is sourcing promotional materials from Michaels for the upcoming trade show.,我們的行銷部門正在從邁克爾商店採購促銷材料，以用於即將到來的貿易展覽。,toeic_gold,5,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",n.
potholder,/potholder/,隔熱墊；鍋墊,The kitchen staff were instructed to use potholders when handling hot pans to prevent burns.,廚房人員被指示在處理熱鍋時使用鍋墊，以防止燙傷。,toeic_gold,5,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",n.
shondaroth,/shondaroth/,供應商；提供者（通常指提供商品或服務的對象）,Our company is seeking reliable shondaroths for raw materials.,我們公司正在尋找可靠的原材料供應商。,toeic_gold,5,Logistics,SupplyChain,"TOEIC,Reading,Part5,Part7",n.
softwood,/softwood/,軟木材，通常指容易加工的木材，如松木、杉木等，廣泛應用於建築、家具等產業。,The construction company prefers to use softwood for the interior framing due to its lower cost and ease of installation.,該建築公司由於其成本較低且易於安裝，更喜歡將軟木材用於室內框架。,toeic_gold,5,Manufacturing,Production,"TOEIC,Reading,Part5,Part7",n.
specimen,/specimen/,樣本；標本（通常用於科學、醫療或檢驗目的）,The quality control department requires a specimen from each batch of products for testing.,品質控制部門需要從每批產品中抽取樣本進行測試。,toeic_gold,5,Manufacturing,QualityControl,"TOEIC,Reading,Part5,Part7",n.
synthetic,/synthetic/,人造的；合成的（通常指非天然材料製成，用於替代天然材料）,The company is switching to synthetic fabrics to reduce costs and improve durability.,公司正在轉用合成纖維以降低成本並提高耐用性。,toeic_gold,5,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",adj.
turmeric,/turmeric/,薑黃，一種常用的香料，因其獨特的色澤和健康益處，常被用於食品和保健產品。,Our supplier is exploring sustainable sourcing options for turmeric to meet increasing customer demand.,我們的供應商正在探索可持續的薑黃採購方案，以滿足不斷增長的客戶需求。,toeic_gold,5,Logistics,SupplyChain,"TOEIC,Reading,Part5,Part7",n.
wheelers,/wheelers/,輪胎供應商；輪胎銷售商（通常指大型或知名企業）,Our company is seeking reliable wheelers to supply tires for our fleet vehicles.,我們公司正在尋找可靠的輪胎供應商，為我們的車隊車輛提供輪胎。,toeic_gold,5,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n.
accrual,/accrual/,應計；應計項目；權責發生制,The company reported a significant accrual for future warranty claims.,該公司報告了一筆用於未來保固索賠的巨額應計款項。,toeic_gold,5,Finance,Accounting,"TOEIC,Reading,Part5,Part7",n.
annuity,/annuity/,年金；養老金,She bought an annuity to ensure a steady income in retirement.,她購買了一份年金，以確保退休後有穩定的收入。,toeic_gold,5,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
bracket,/bracket/,括號；等級；範圍；組別；支架；(v.)將...歸入同一類；用括號括起來,Many people fall into a higher tax bracket after receiving a promotion.,許多人在升職後會進入更高的稅率等級。,toeic_gold,5,Finance,Accounting,"TOEIC,Reading,Part5,Part7",n.
buyout,/buyout/,企業收購；買斷（指買下公司、企業或組織的全部或大部分股份，從而取得控制權；或指付錢讓人放棄工作或合約）,The private equity firm announced a leveraged buyout of the struggling retail chain.,該私募股權公司宣布對這家陷入困境的零售連鎖店進行槓桿收購。,toeic_gold,5,Legal,Contracts,"TOEIC,Reading,Part5,Part7",n.
capita,/capita/,人均；每人。(源自拉丁文 'caput' 的複數形式，用於表示總數除以人數時),The country's GDP per capita has increased steadily over the past decade.,該國的人均國內生產總值(GDP)在過去十年中穩步增長。,toeic_gold,5,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
debtor,/debtor/,債務人；欠債人,The company is trying to collect payments from its debtors.,這家公司正在努力向其債務人收取款項。,toeic_gold,5,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
decimal,/decimal/,小數; 十進位的,Please round the figure to two decimal places.,請將該數字四捨五入到小數點後兩位。,toeic_gold,5,Finance,Accounting,"TOEIC,Reading,Part5,Part7",n.
inherit,/inherit/,繼承（財產、職位、責任等）；承受,"After his father's passing, Mr. Lee inherited the family business.",在他父親過世後，李先生繼承了家裡的公司。,toeic_gold,5,Legal,Compliance,"TOEIC,Reading,Part5,Part7",v.
issuer,/issuer/,發行者；發行人,The bond issuer is responsible for making timely interest payments.,債券發行人負責按時支付利息。,toeic_gold,5,Finance,Investment,"TOEIC,Reading,Part5,Part7",n.
launder,/launder/,洗錢；洗滌，清洗,The criminal organization used shell companies to launder the illicit proceeds.,該犯罪組織利用空殼公司洗錢非法所得。,toeic_gold,5,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",v.
morgan,/morgan/,摩根銀行（Morgan Bank），通常指摩根大通銀行（JPMorgan Chase & Co.），是全球知名的投資銀行和金融服務公司。,The company's financial advisor recommended diversifying investments through Morgan Stanley.,公司的財務顧問建議透過摩根史丹利分散投資。,toeic_gold,5,Finance,Investment,"TOEIC,Reading,Part5,Part7",n.
nominal,/nominal/,名義上的；微不足道的；（價格、費用等）極少的；名義利率的,The company only charges a nominal fee for the software upgrade.,公司對於軟體升級僅收取象徵性的費用。,toeic_gold,5,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",adj.
outflow,/outflow/,流出；外流；流出量；外流量,The company reported a significant outflow of cash in the last quarter.,該公司報告上個季度有大量的現金流出。,toeic_gold,5,Finance,Accounting,"TOEIC,Reading,Part5,Part7",n.
outlay,/outlay/,支出；開銷（尤指預先規劃或估算的）,"The company's marketing outlay for the new product launch is estimated at $50,000.",新產品上市的行銷開銷預估為 5 萬美元。,toeic_gold,5,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n.
parity,/parity/,平等；同等；相同；（貨幣的）等價；平價,The company aims to achieve wage parity between male and female employees.,該公司旨在實現男女員工的工資平等。,toeic_gold,5,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",n.
payback,/payback/,回報；投資回收；償還；報復,The company expects a quick payback on its investment in new technology.,公司預計在新技術上的投資能快速回收。,toeic_gold,5,Finance,Investment,"TOEIC,Reading,Part5,Part7",n.
payout,/payout/,支付；付款；（尤指一大筆）支出；賠款；發放的金額,The insurance company made a significant payout after the car accident.,汽車事故後，保險公司支付了一大筆賠款。,toeic_gold,5,Finance,Accounting,"TOEIC,Reading,Part5,Part7",n.
paypal,/paypal/,支付寶 (PayPal)：一種線上支付平台，允許用戶安全地進行線上交易，付款和收款。,Our company accepts PayPal as a convenient payment option for online orders.,我們公司接受 PayPal 作為線上訂單的便捷付款方式。,toeic_gold,5,Finance,Accounting,"TOEIC,Reading,Part5,Part7",n.
pretax,/pretax/,扣除前；未扣除稅款前,"The employee's pretax income was $60,000.",這位員工的扣除稅款前的收入為 6 萬美元。,toeic_gold,5,Finance,Accounting,"TOEIC,Reading,Part5,Part7",adj.
ordinance,/ˈɔːrdɪnəns/,法令，條例,The city council passed a zoning ordinance.,市議會通過了一項分區條例。,toeic_gold,5,Legal,Compliance,"TOEIC,Reading,Part6,Part7",n.
sanction,/ˈsæŋkʃn/,制裁，批准,International trade sanctions restrict shipping.,國際貿易制裁限制了貨運航運。,toeic_gold,5,Legal,InternationalTrade,"TOEIC,Reading,Part6,Part7",n./v.
stipulate,/ˈstɪpjuleɪt/,規定，明確要求,The contract stipulates delivery terms in detail.,合同詳細規定了交貨條件。,toeic_gold,5,Logistics,Transit,"TOEIC,Reading,Part6,Part7",v.
authorized,/authorized/,授權的；被批准的；正式允許的,Only authorized personnel are allowed to access the company's confidential data.,只有授權人員才能存取公司的機密資料。,toeic_gold,5,Legal,Compliance,"TOEIC,Reading,Part5,Part7",adj.
caution,/caution/,謹慎；警告；注意,The safety manual issues a caution regarding the use of heavy machinery.,安全手冊對重型機械的使用發布了警告。,toeic_gold,5,Manufacturing,Production,"TOEIC,Reading,Part5,Part7",n.
copyright,/copyright/,版權,The company's new copyright initiative exceeded expectations in the first quarter.,公司的新copyright計畫在第一季度超出了預期。,toeic_gold,5,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
courthouse,/courthouse/,法院；法院大樓,The company's legal team will be attending a hearing at the courthouse next Tuesday.,公司的法律團隊下週二將前往法院參加聽證會。,toeic_gold,5,Legal,Compliance,"TOEIC,Reading,Part5,Part7",n.
criminal,/criminal/,"罪犯 (n.); 犯罪的, 刑事的 (adj.)",The police apprehended the criminal after a long pursuit.,警方經過長時間追捕後逮捕了這名罪犯。,toeic_gold,5,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
evacuate,/evacuate/,疏散；撤離（通常指因安全原因將人員從危險區域移至安全地點）,"Due to the fire alarm, all employees were instructed to evacuate the building immediately.",由於火災警報，所有員工被指示立即疏散大樓。,toeic_gold,5,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",v.
incident,/incident/,突發事件；事故,The company is investigating the recent incident to prevent similar occurrences in the future.,公司正在調查最近的事件，以防止未來再次發生類似情況。,toeic_gold,5,Finance,Investment,"TOEIC,Reading,Part5,Part7",n.
incidents,/incidents/,事件；事故（通常指不預期的或負面的事件）,The company is investigating the recent security incidents to prevent future breaches.,公司正在調查最近的安全事件，以防止未來入侵。,toeic_gold,5,Legal,Compliance,"TOEIC,Reading,Part5,Part7",n.
innocent,/innocent/,無辜的；清白的；天真的；無害的,The jury found the defendant innocent after reviewing all the evidence.,陪審團在審閱所有證據後，裁定被告無罪。,toeic_gold,5,Legal,Compliance,"TOEIC,Reading,Part5,Part7",adj.
obligate,/obligate/,使負義務；強制,The contract will obligate the company to pay the full amount.,這份合約將使公司有義務支付全額費用。,toeic_gold,5,Legal,Contracts,"TOEIC,Reading,Part5,Part7",v.
outbreak,/outbreak/,（疾病、暴力等的）爆發，突然發生,The sudden outbreak of the disease caused widespread panic in the city.,這種疾病的突然爆發在城市中引起了廣泛的恐慌。,toeic_gold,5,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
poisoning,/poisoning/,中毒；毒害行為,The company is conducting a thorough investigation into the food poisoning incident at the conference.,公司正在對會議上發生的食物中毒事件進行全面調查。,toeic_gold,5,Finance,Investment,"TOEIC,Reading,Part5,Part7",n.
prisoner,/prisoner/,囚犯；犯人,The prisoner was granted parole after serving five years of his sentence.,這名囚犯在服刑五年後獲得了假釋。,toeic_gold,5,Legal,Compliance,"TOEIC,Reading,Part5,Part7",n.
prohibit,/prohibit/,禁止；阻止；嚴禁（某事發生）,Company policy prohibits the use of personal devices during confidential meetings.,公司政策禁止在機密會議期間使用個人設備。,toeic_gold,5,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",v.
securing,/securing/,確保；固定；保護（某物）免受威脅或損害,The company is securing its network against cyber threats.,公司正在確保其網路免受網路威脅。,toeic_gold,5,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",v.
valuables,/valuables/,貴重物品，指具有高經濟或情感價值的物品。,Please ensure all valuables are stored in the hotel safe during your stay.,請在您入住期間，確保所有貴重物品都保存在飯店的保險箱內。,toeic_gold,5,Travel,Hospitality,"TOEIC,Reading,Part5,Part7",n.
distribution,/distribution/,（產品、資源等）分配；傳播；發放,The company is reviewing its distribution channels to reach a wider customer base.,該公司正在審查其分銷管道，以接觸更廣泛的客戶群。,toeic_gold,5,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
replacement,/replacement/,替換品；替代品；更換,The defective parts need to be replaced with new ones immediately.,這些有缺陷的零件需要立即更換成新的。,toeic_gold,5,Manufacturing,QualityControl,"TOEIC,Reading,Part5,Part7",n.
transportable,/transportable/,可攜帶的；易於搬運的,The company is looking for transportable storage units to accommodate fluctuating inventory levels.,公司正在尋找可攜帶的儲存單元，以應付不斷變動的庫存水平。,toeic_gold,5,Logistics,SupplyChain,"TOEIC,Reading,Part5,Part7",adj.
accumulated,/accumulated/,累積的；積累的；(費用、債務等) 累積的,The company has accumulated a significant amount of debt over the past year.,過去一年，該公司累積了相當多的債務。,toeic_gold,5,Finance,Accounting,"TOEIC,Reading,Part5,Part7",adj.
affordability,/affordability/,可負擔性；價格合理性，指某物或服務的價格在經濟上是可以接受的。,The company is focusing on developing more affordable housing options for its employees.,公司正致力於為員工開發更多可負擔的住房選項。,toeic_gold,5,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",n.
bookkeeping,/bookkeeping/,記帳；會計工作,Our company is looking for a skilled bookkeeper to manage our financial records.,我們公司正在尋找一位熟練的記帳員來管理我們的財務記錄。,toeic_gold,5,Finance,Accounting,"TOEIC,Reading,Part5,Part7",n.
conversion,/conversion/,轉換,The company's new conversion initiative exceeded expectations in the first quarter.,公司的新conversion計畫在第一季度超出了預期。,toeic_gold,5,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
deduction,/deduction/,扣除；減免；推論,The company made a significant deduction from my salary for taxes.,公司從我的薪水中扣除了相當多的稅款。,toeic_gold,5,Finance,Accounting,"TOEIC,Reading,Part5,Part7",n.
economically,/economically/,在經濟上；節約地,The company needs to operate more economically to increase profits.,公司需要更經濟地營運以增加利潤。,toeic_gold,5,Finance,Investment,"TOEIC,Reading,Part5,Part7",v.
financially,/financially/,財務上地；關於財務狀況的,The company is financially stable and expected to report record profits this quarter.,該公司財務狀況穩健，預計本季將報告創紀錄的利潤。,toeic_gold,5,Finance,Investment,"TOEIC,Reading,Part5,Part7",v.
fraction,/fraction/,一部分；比例；分數,The company's profit margin decreased by a small fraction this quarter.,本季公司利潤率下降了一小部分。,toeic_gold,5,Finance,Investment,"TOEIC,Reading,Part5,Part7",n.
investments,/investments/,投資；資本投入,The company is seeking new investments to expand its operations.,公司正在尋求新的投資以擴展其業務。,toeic_gold,5,Finance,Investment,"TOEIC,Reading,Part5,Part7",n.
overestimate,/overestimate/,高估；過度評估（價值、數量、時間等）,The marketing team overestimated the potential market size for the new product.,行銷團隊高估了新產品的潛在市場規模。,toeic_gold,5,Marketing,Sales,"TOEIC,Reading,Part5,Part7",v.
prepayment,/prepayment/,預付款；預付費,The tenant made a prepayment of three months' rent.,承租人預付了三個月的租金。,toeic_gold,5,Finance,Accounting,"TOEIC,Reading,Part5,Part7",n.
profitable,/profitable/,有利可圖的；能帶來利潤的,The company's new marketing strategy has proven to be highly profitable.,該公司的全新行銷策略已證明非常有利可圖。,toeic_gold,5,Finance,Investment,"TOEIC,Reading,Part5,Part7",adj.
proportion,/proportion/,比例；比率；部分,The company's profit margin decreased due to a shift in the proportion of high-value to low-value sales.,由於高價值銷售與低價值銷售的比例轉變，公司的利潤率有所下降。,toeic_gold,5,Finance,Investment,"TOEIC,Reading,Part5,Part7",n.
reduction,/reduction/,減少、降低（成本、價格、數量等）,The company announced a price reduction of 10% to boost sales.,為了提高銷售額，公司宣布降低 10% 的價格。,toeic_gold,5,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n.
